agency	site_no	date	cfs	actual
USGS	09180500	2007-01-24	4340	A
USGS	09180500	2007-01-25	4260	A
USGS	09180500	2007-01-26	4350	A
USGS	09180500	2007-01-27	4350	A
USGS	09180500	2007-01-28	4300	A
USGS	09180500	2007-01-29	4240	A
USGS	09180500	2007-01-30	4140	A
USGS	09180500	2007-01-31	3730	A
USGS	09180500	2007-02-01	3770	A
USGS	09180500	2007-02-02	3680	A
USGS	09180500	2007-02-03	3350	A
USGS	09180500	2007-02-04	3450	A
USGS	09180500	2007-02-05	3470	A
USGS	09180500	2007-02-06	3570	A
USGS	09180500	2007-02-07	3530	A
USGS	09180500	2007-02-08	3590	A
USGS	09180500	2007-02-09	3640	A:e
USGS	09180500	2007-02-10	3750	A:e
USGS	09180500	2007-02-11	3850	A:e
USGS	09180500	2007-02-12	3930	A:e
USGS	09180500	2007-02-13	4110	A
USGS	09180500	2007-02-14	3910	A
USGS	09180500	2007-02-15	3440	A
USGS	09180500	2007-02-16	3200	A
USGS	09180500	2007-02-17	3120	A
USGS	09180500	2007-02-18	3090	A
USGS	09180500	2007-02-19	3040	A
USGS	09180500	2007-02-20	3100	A
USGS	09180500	2007-02-21	3230	A
USGS	09180500	2007-02-22	3160	A
USGS	09180500	2007-02-23	3070	A
USGS	09180500	2007-02-24	3150	A
USGS	09180500	2007-02-25	3150	A
USGS	09180500	2007-02-26	3070	A
USGS	09180500	2007-02-27	2950	A
USGS	09180500	2007-02-28	3020	A
USGS	09180500	2007-03-01	3080	A
USGS	09180500	2007-03-02	3040	A
USGS	09180500	2007-03-03	2860	A
USGS	09180500	2007-03-04	2730	A
USGS	09180500	2007-03-05	2790	A
USGS	09180500	2007-03-06	2940	A
USGS	09180500	2007-03-07	3080	A
USGS	09180500	2007-03-08	3190	A
USGS	09180500	2007-03-09	3350	A
USGS	09180500	2007-03-10	3690	A
USGS	09180500	2007-03-11	3420	A
USGS	09180500	2007-03-12	3460	A
USGS	09180500	2007-03-13	3510	A
USGS	09180500	2007-03-14	3750	A
USGS	09180500	2007-03-15	4390	A
USGS	09180500	2007-03-16	5220	A
USGS	09180500	2007-03-17	5850	A
USGS	09180500	2007-03-18	6250	A
USGS	09180500	2007-03-19	6840	A
USGS	09180500	2007-03-20	7160	A
USGS	09180500	2007-03-21	7490	A
USGS	09180500	2007-03-22	7710	A
USGS	09180500	2007-03-23	7360	A
USGS	09180500	2007-03-24	7240	A
USGS	09180500	2007-03-25	6990	A
USGS	09180500	2007-03-26	6940	A
USGS	09180500	2007-03-27	6840	A
USGS	09180500	2007-03-28	6960	A
USGS	09180500	2007-03-29	7390	A
USGS	09180500	2007-03-30	6890	A
USGS	09180500	2007-03-31	6490	A
USGS	09180500	2007-04-01	6150	A
USGS	09180500	2007-04-02	6030	A
USGS	09180500	2007-04-03	5790	A
USGS	09180500	2007-04-04	5800	A
USGS	09180500	2007-04-05	5700	A
USGS	09180500	2007-04-06	6130	A
USGS	09180500	2007-04-07	6460	A
USGS	09180500	2007-04-08	6670	A
USGS	09180500	2007-04-09	7260	A
USGS	09180500	2007-04-10	7950	A
USGS	09180500	2007-04-11	7570	A
USGS	09180500	2007-04-12	6750	A
USGS	09180500	2007-04-13	6160	A
USGS	09180500	2007-04-14	5720	A
USGS	09180500	2007-04-15	5180	A
USGS	09180500	2007-04-16	4900	A
USGS	09180500	2007-04-17	4810	A
USGS	09180500	2007-04-18	4740	A
USGS	09180500	2007-04-19	4710	A
USGS	09180500	2007-04-20	4550	A
USGS	09180500	2007-04-21	4470	A
USGS	09180500	2007-04-22	4620	A
USGS	09180500	2007-04-23	5090	A
USGS	09180500	2007-04-24	5200	A
USGS	09180500	2007-04-25	5170	A
USGS	09180500	2007-04-26	5440	A
USGS	09180500	2007-04-27	5170	A
USGS	09180500	2007-04-28	4780	A
USGS	09180500	2007-04-29	4800	A
USGS	09180500	2007-04-30	5610	A
USGS	09180500	2007-05-01	7280	A
USGS	09180500	2007-05-02	8570	A
USGS	09180500	2007-05-03	9840	A
USGS	09180500	2007-05-04	10500	A
USGS	09180500	2007-05-05	10600	A
USGS	09180500	2007-05-06	10100	A
USGS	09180500	2007-05-07	9110	A
USGS	09180500	2007-05-08	8120	A
USGS	09180500	2007-05-09	7240	A
USGS	09180500	2007-05-10	6680	A
USGS	09180500	2007-05-11	6550	A
USGS	09180500	2007-05-12	7030	A
USGS	09180500	2007-05-13	8580	A
USGS	09180500	2007-05-14	11000	A
USGS	09180500	2007-05-15	13100	A
USGS	09180500	2007-05-16	13700	A
USGS	09180500	2007-05-17	14900	A
USGS	09180500	2007-05-18	14300	A
USGS	09180500	2007-05-19	13200	A
USGS	09180500	2007-05-20	13300	A
USGS	09180500	2007-05-21	13800	A
USGS	09180500	2007-05-22	13700	A
USGS	09180500	2007-05-23	13900	A
USGS	09180500	2007-05-24	13100	A
USGS	09180500	2007-05-25	11200	A
USGS	09180500	2007-05-26	9850	A
USGS	09180500	2007-05-27	8790	A
USGS	09180500	2007-05-28	8490	A
USGS	09180500	2007-05-29	8950	A
USGS	09180500	2007-05-30	9970	A
USGS	09180500	2007-05-31	10100	A
USGS	09180500	2007-06-01	9400	A
USGS	09180500	2007-06-02	9350	A
USGS	09180500	2007-06-03	9180	A
USGS	09180500	2007-06-04	9570	A
USGS	09180500	2007-06-05	9760	A
USGS	09180500	2007-06-06	10000	A
USGS	09180500	2007-06-07	10800	A
USGS	09180500	2007-06-08	9950	A
USGS	09180500	2007-06-09	8740	A
USGS	09180500	2007-06-10	7970	A
USGS	09180500	2007-06-11	7990	A
USGS	09180500	2007-06-12	8700	A
USGS	09180500	2007-06-13	9860	A
USGS	09180500	2007-06-14	11000	A
USGS	09180500	2007-06-15	10100	A
USGS	09180500	2007-06-16	9930	A
USGS	09180500	2007-06-17	10400	A
USGS	09180500	2007-06-18	10600	A
USGS	09180500	2007-06-19	11100	A
USGS	09180500	2007-06-20	10600	A
USGS	09180500	2007-06-21	10500	A
USGS	09180500	2007-06-22	9820	A
USGS	09180500	2007-06-23	9150	A
USGS	09180500	2007-06-24	8560	A
USGS	09180500	2007-06-25	8200	A
USGS	09180500	2007-06-26	7500	A:e
USGS	09180500	2007-06-27	7210	A
USGS	09180500	2007-06-28	6790	A
USGS	09180500	2007-06-29	6490	A
USGS	09180500	2007-06-30	6130	A
USGS	09180500	2007-07-01	5710	A
USGS	09180500	2007-07-02	5400	A
USGS	09180500	2007-07-03	5150	A
USGS	09180500	2007-07-04	4870	A
USGS	09180500	2007-07-05	4460	A
USGS	09180500	2007-07-06	4330	A
USGS	09180500	2007-07-07	4200	A
USGS	09180500	2007-07-08	4190	A
USGS	09180500	2007-07-09	4210	A
USGS	09180500	2007-07-10	4070	A
USGS	09180500	2007-07-11	3880	A
USGS	09180500	2007-07-12	3680	A
USGS	09180500	2007-07-13	3680	A
USGS	09180500	2007-07-14	3710	A
USGS	09180500	2007-07-15	3660	A
USGS	09180500	2007-07-16	3390	A
USGS	09180500	2007-07-17	3170	A
USGS	09180500	2007-07-18	2980	A
USGS	09180500	2007-07-19	2910	A
USGS	09180500	2007-07-20	2870	A
USGS	09180500	2007-07-21	3060	A
USGS	09180500	2007-07-22	3320	A
USGS	09180500	2007-07-23	3670	A
USGS	09180500	2007-07-24	3980	A
USGS	09180500	2007-07-25	3890	A
USGS	09180500	2007-07-26	3730	A
USGS	09180500	2007-07-27	3720	A
USGS	09180500	2007-07-28	3800	A
USGS	09180500	2007-07-29	3960	A
USGS	09180500	2007-07-30	4390	A
USGS	09180500	2007-07-31	4020	A
USGS	09180500	2007-08-01	3430	A
USGS	09180500	2007-08-02	3170	A
USGS	09180500	2007-08-03	2960	A
USGS	09180500	2007-08-04	3960	A
USGS	09180500	2007-08-05	3920	A
USGS	09180500	2007-08-06	4410	A
USGS	09180500	2007-08-07	5070	A
USGS	09180500	2007-08-08	5560	A
USGS	09180500	2007-08-09	4960	A
USGS	09180500	2007-08-10	4490	A
USGS	09180500	2007-08-11	4160	A
USGS	09180500	2007-08-12	3830	A
USGS	09180500	2007-08-13	3730	A
USGS	09180500	2007-08-14	3650	A
USGS	09180500	2007-08-15	3400	A
USGS	09180500	2007-08-16	3360	A
USGS	09180500	2007-08-17	3490	A
USGS	09180500	2007-08-18	3690	A
USGS	09180500	2007-08-19	3890	A
USGS	09180500	2007-08-20	3720	A
USGS	09180500	2007-08-21	3510	A
USGS	09180500	2007-08-22	3260	A
USGS	09180500	2007-08-23	3150	A
USGS	09180500	2007-08-24	3000	A
USGS	09180500	2007-08-25	3000	A
USGS	09180500	2007-08-26	3050	A
USGS	09180500	2007-08-27	3360	A
USGS	09180500	2007-08-28	3890	A
USGS	09180500	2007-08-29	3910	A
USGS	09180500	2007-08-30	3750	A
USGS	09180500	2007-08-31	3550	A
USGS	09180500	2007-09-01	3430	A
USGS	09180500	2007-09-02	3400	A
USGS	09180500	2007-09-03	3380	A
USGS	09180500	2007-09-04	3360	A
USGS	09180500	2007-09-05	3300	A
USGS	09180500	2007-09-06	3350	A
USGS	09180500	2007-09-07	3510	A
USGS	09180500	2007-09-08	3590	A
USGS	09180500	2007-09-09	3830	A
USGS	09180500	2007-09-10	3850	A
USGS	09180500	2007-09-11	3790	A
USGS	09180500	2007-09-12	3690	A
USGS	09180500	2007-09-13	3640	A
USGS	09180500	2007-09-14	3570	A
USGS	09180500	2007-09-15	3550	A
USGS	09180500	2007-09-16	3530	A
USGS	09180500	2007-09-17	4580	A
USGS	09180500	2007-09-18	6310	A
USGS	09180500	2007-09-19	6650	A
USGS	09180500	2007-09-20	5750	A
USGS	09180500	2007-09-21	5010	A
USGS	09180500	2007-09-22	4710	A
USGS	09180500	2007-09-23	5650	A
USGS	09180500	2007-09-24	8100	A
USGS	09180500	2007-09-25	7330	A
USGS	09180500	2007-09-26	6210	A
USGS	09180500	2007-09-27	5540	A
USGS	09180500	2007-09-28	5170	A
USGS	09180500	2007-09-29	4670	A
USGS	09180500	2007-09-30	4220	A
USGS	09180500	2007-10-01	4060	A
USGS	09180500	2007-10-02	4760	A
USGS	09180500	2007-10-03	5380	A
USGS	09180500	2007-10-04	4990	A
USGS	09180500	2007-10-05	4740	A
USGS	09180500	2007-10-06	4880	A
USGS	09180500	2007-10-07	5000	A
USGS	09180500	2007-10-08	4960	A
USGS	09180500	2007-10-09	4750	A
USGS	09180500	2007-10-10	4710	A:e
USGS	09180500	2007-10-11	4490	A
USGS	09180500	2007-10-12	4370	A
USGS	09180500	2007-10-13	4260	A
USGS	09180500	2007-10-14	4260	A
USGS	09180500	2007-10-15	4340	A
USGS	09180500	2007-10-16	4610	A
USGS	09180500	2007-10-17	4630	A
USGS	09180500	2007-10-18	4680	A
USGS	09180500	2007-10-19	4990	A
USGS	09180500	2007-10-20	4800	A
USGS	09180500	2007-10-21	4640	A
USGS	09180500	2007-10-22	4770	A
USGS	09180500	2007-10-23	4780	A
USGS	09180500	2007-10-24	4670	A
USGS	09180500	2007-10-25	4670	A
USGS	09180500	2007-10-26	4690	A
USGS	09180500	2007-10-27	4800	A
USGS	09180500	2007-10-28	4710	A
USGS	09180500	2007-10-29	4660	A
USGS	09180500	2007-10-30	4660	A
USGS	09180500	2007-10-31	4530	A
USGS	09180500	2007-11-01	4490	A
USGS	09180500	2007-11-02	4310	A
USGS	09180500	2007-11-03	4260	A
USGS	09180500	2007-11-04	4330	A
USGS	09180500	2007-11-05	4180	A
USGS	09180500	2007-11-06	4040	A
USGS	09180500	2007-11-07	4040	A
USGS	09180500	2007-11-08	4030	A
USGS	09180500	2007-11-09	3970	A
USGS	09180500	2007-11-10	4180	A
USGS	09180500	2007-11-11	4050	A
USGS	09180500	2007-11-12	3990	A
USGS	09180500	2007-11-13	3960	A
USGS	09180500	2007-11-14	3840	A
USGS	09180500	2007-11-15	3790	A
USGS	09180500	2007-11-16	3760	A
USGS	09180500	2007-11-17	3700	A
USGS	09180500	2007-11-18	3730	A
USGS	09180500	2007-11-19	3780	A
USGS	09180500	2007-11-20	3890	A
USGS	09180500	2007-11-21	3900	A
USGS	09180500	2007-11-22	3890	A
USGS	09180500	2007-11-23	3860	A
USGS	09180500	2007-11-24	3700	A
USGS	09180500	2007-11-25	3620	A
USGS	09180500	2007-11-26	3560	A
USGS	09180500	2007-11-27	3540	A
USGS	09180500	2007-11-28	3680	A
USGS	09180500	2007-11-29	3590	A
USGS	09180500	2007-11-30	3630	A
USGS	09180500	2007-12-01	3800	A:e
USGS	09180500	2007-12-02	3810	A:e
USGS	09180500	2007-12-03	3820	A:e
USGS	09180500	2007-12-04	3840	A:e
USGS	09180500	2007-12-05	3890	A
USGS	09180500	2007-12-06	3800	A:e
USGS	09180500	2007-12-07	3900	A:e
USGS	09180500	2007-12-08	3960	A:e
USGS	09180500	2007-12-09	3950	A:e
USGS	09180500	2007-12-10	3950	A:e
USGS	09180500	2007-12-11	3940	A:e
USGS	09180500	2007-12-12	3910	A:e
USGS	09180500	2007-12-13	3940	A
USGS	09180500	2007-12-14	3770	A
USGS	09180500	2007-12-15	3650	A
USGS	09180500	2007-12-16	3610	A
USGS	09180500	2007-12-17	3320	A
USGS	09180500	2007-12-18	3620	A
USGS	09180500	2007-12-19	3580	A
USGS	09180500	2007-12-20	3660	A
USGS	09180500	2007-12-21	3660	A
USGS	09180500	2007-12-22	3680	A
USGS	09180500	2007-12-23	3620	A
USGS	09180500	2007-12-24	3350	A
USGS	09180500	2007-12-25	3480	A
USGS	09180500	2007-12-26	3580	A
USGS	09180500	2007-12-27	3530	A
USGS	09180500	2007-12-28	3220	A
USGS	09180500	2007-12-29	3250	A
USGS	09180500	2007-12-30	3220	A
USGS	09180500	2007-12-31	3200	A
USGS	09180500	2008-01-01	3350	A
USGS	09180500	2008-01-02	3000	A
USGS	09180500	2008-01-03	3000	A:e
USGS	09180500	2008-01-04	3100	A:e
USGS	09180500	2008-01-05	3300	A:e
USGS	09180500	2008-01-06	3260	A:e
USGS	09180500	2008-01-07	3240	A:e
USGS	09180500	2008-01-08	3200	A:e
USGS	09180500	2008-01-09	3220	A:e
USGS	09180500	2008-01-10	3220	A:e
USGS	09180500	2008-01-11	3500	A:e
USGS	09180500	2008-01-12	3490	A:e
USGS	09180500	2008-01-13	3440	A:e
USGS	09180500	2008-01-14	3450	A:e
USGS	09180500	2008-01-15	3450	A:e
USGS	09180500	2008-01-16	3440	A:e
USGS	09180500	2008-01-17	3360	A
USGS	09180500	2008-01-18	2980	A
USGS	09180500	2008-01-19	3040	A
USGS	09180500	2008-01-20	3400	A:e
USGS	09180500	2008-01-21	3600	A:e
USGS	09180500	2008-01-22	3590	A:e
USGS	09180500	2008-01-23	3590	A:e
USGS	09180500	2008-01-24	3570	A:e
USGS	09180500	2008-01-25	3570	A:e
USGS	09180500	2008-01-26	3700	A:e
USGS	09180500	2008-01-27	3740	A:e
USGS	09180500	2008-01-28	3830	A:e
USGS	09180500	2008-01-29	3870	A:e
USGS	09180500	2008-01-30	3890	A:e
USGS	09180500	2008-01-31	3900	A:e
USGS	09180500	2008-02-01	3940	A:e
USGS	09180500	2008-02-02	3950	A:e
USGS	09180500	2008-02-03	4030	A:e
USGS	09180500	2008-02-04	4000	A:e
USGS	09180500	2008-02-05	3990	A:e
USGS	09180500	2008-02-06	3990	A:e
USGS	09180500	2008-02-07	3980	A:e
USGS	09180500	2008-02-08	4170	A:e
USGS	09180500	2008-02-09	4170	A:e
USGS	09180500	2008-02-10	4160	A:e
USGS	09180500	2008-02-11	4200	A:e
USGS	09180500	2008-02-12	4200	A:e
USGS	09180500	2008-02-13	4360	A
USGS	09180500	2008-02-14	4560	A
USGS	09180500	2008-02-15	5090	A
USGS	09180500	2008-02-16	4970	A
USGS	09180500	2008-02-17	4800	A
USGS	09180500	2008-02-18	4660	A
USGS	09180500	2008-02-19	4430	A
USGS	09180500	2008-02-20	4380	A
USGS	09180500	2008-02-21	4490	A
USGS	09180500	2008-02-22	4730	A
USGS	09180500	2008-02-23	6090	A
USGS	09180500	2008-02-24	6240	A
USGS	09180500	2008-02-25	6320	A
USGS	09180500	2008-02-26	6370	A
USGS	09180500	2008-02-27	5630	A
USGS	09180500	2008-02-28	5250	A
USGS	09180500	2008-02-29	5120	A
USGS	09180500	2008-03-01	4930	A
USGS	09180500	2008-03-02	4640	A
USGS	09180500	2008-03-03	4430	A
USGS	09180500	2008-03-04	4150	A
USGS	09180500	2008-03-05	3770	A
USGS	09180500	2008-03-06	3510	A
USGS	09180500	2008-03-07	3180	A
USGS	09180500	2008-03-08	3400	A
USGS	09180500	2008-03-09	4130	A
USGS	09180500	2008-03-10	4270	A
USGS	09180500	2008-03-11	4300	A
USGS	09180500	2008-03-12	4420	A
USGS	09180500	2008-03-13	4700	A
USGS	09180500	2008-03-14	4380	A
USGS	09180500	2008-03-15	4340	A
USGS	09180500	2008-03-16	3980	A
USGS	09180500	2008-03-17	3730	A
USGS	09180500	2008-03-18	3710	A
USGS	09180500	2008-03-19	3510	A
USGS	09180500	2008-03-20	3200	A
USGS	09180500	2008-03-21	3150	A
USGS	09180500	2008-03-22	3260	A
USGS	09180500	2008-03-23	3300	A
USGS	09180500	2008-03-24	3400	A
USGS	09180500	2008-03-25	3420	A
USGS	09180500	2008-03-26	3520	A
USGS	09180500	2008-03-27	4020	A
USGS	09180500	2008-03-28	4740	A
USGS	09180500	2008-03-29	5880	A
USGS	09180500	2008-03-30	6000	A:e
USGS	09180500	2008-03-31	6500	A:e
USGS	09180500	2008-04-01	7000	A:e
USGS	09180500	2008-04-02	7050	A
USGS	09180500	2008-04-03	6890	A
USGS	09180500	2008-04-04	7410	A
USGS	09180500	2008-04-05	7520	A
USGS	09180500	2008-04-06	7710	A
USGS	09180500	2008-04-07	7550	A
USGS	09180500	2008-04-08	7510	A
USGS	09180500	2008-04-09	7490	A
USGS	09180500	2008-04-10	7980	A
USGS	09180500	2008-04-11	7730	A
USGS	09180500	2008-04-12	7520	A
USGS	09180500	2008-04-13	7080	A
USGS	09180500	2008-04-14	7140	A
USGS	09180500	2008-04-15	7880	A
USGS	09180500	2008-04-16	9430	A
USGS	09180500	2008-04-17	11100	A
USGS	09180500	2008-04-18	9630	A
USGS	09180500	2008-04-19	9490	A
USGS	09180500	2008-04-20	10800	A
USGS	09180500	2008-04-21	12900	A
USGS	09180500	2008-04-22	13300	A
USGS	09180500	2008-04-23	13300	A
USGS	09180500	2008-04-24	14200	A
USGS	09180500	2008-04-25	14700	A
USGS	09180500	2008-04-26	14300	A
USGS	09180500	2008-04-27	13400	A
USGS	09180500	2008-04-28	12700	A
USGS	09180500	2008-04-29	13100	A
USGS	09180500	2008-04-30	14500	A
USGS	09180500	2008-05-01	16100	A
USGS	09180500	2008-05-02	16700	A
USGS	09180500	2008-05-03	15100	A
USGS	09180500	2008-05-04	13500	A
USGS	09180500	2008-05-05	12600	A
USGS	09180500	2008-05-06	12800	A
USGS	09180500	2008-05-07	14400	A
USGS	09180500	2008-05-08	16400	A
USGS	09180500	2008-05-09	20400	A
USGS	09180500	2008-05-10	21100	A
USGS	09180500	2008-05-11	20800	A
USGS	09180500	2008-05-12	20000	A
USGS	09180500	2008-05-13	20500	A
USGS	09180500	2008-05-14	20800	A
USGS	09180500	2008-05-15	19600	A
USGS	09180500	2008-05-16	18700	A
USGS	09180500	2008-05-17	19100	A
USGS	09180500	2008-05-18	20100	A
USGS	09180500	2008-05-19	23000	A
USGS	09180500	2008-05-20	26400	A
USGS	09180500	2008-05-21	31200	A
USGS	09180500	2008-05-22	36500	A
USGS	09180500	2008-05-23	40100	A
USGS	09180500	2008-05-24	38500	A
USGS	09180500	2008-05-25	33700	A
USGS	09180500	2008-05-26	29900	A
USGS	09180500	2008-05-27	27500	A
USGS	09180500	2008-05-28	27100	A
USGS	09180500	2008-05-29	28700	A
USGS	09180500	2008-05-30	30700	A
USGS	09180500	2008-05-31	32900	A
USGS	09180500	2008-06-01	34300	A
USGS	09180500	2008-06-02	35900	A
USGS	09180500	2008-06-03	37700	A
USGS	09180500	2008-06-04	39500	A
USGS	09180500	2008-06-05	39200	A
USGS	09180500	2008-06-06	35600	A
USGS	09180500	2008-06-07	31000	A
USGS	09180500	2008-06-08	28600	A
USGS	09180500	2008-06-09	29300	A
USGS	09180500	2008-06-10	27400	A
USGS	09180500	2008-06-11	25800	A
USGS	09180500	2008-06-12	26900	A
USGS	09180500	2008-06-13	24600	A
USGS	09180500	2008-06-14	21400	A
USGS	09180500	2008-06-15	21000	A
USGS	09180500	2008-06-16	21900	A
USGS	09180500	2008-06-17	23900	A
USGS	09180500	2008-06-18	25700	A
USGS	09180500	2008-06-19	25900	A
USGS	09180500	2008-06-20	26900	A
USGS	09180500	2008-06-21	26400	A
USGS	09180500	2008-06-22	24800	A
USGS	09180500	2008-06-23	23800	A
USGS	09180500	2008-06-24	22500	A
USGS	09180500	2008-06-25	21400	A
USGS	09180500	2008-06-26	20700	A
USGS	09180500	2008-06-27	20900	A
USGS	09180500	2008-06-28	20100	A
USGS	09180500	2008-06-29	19300	A
USGS	09180500	2008-06-30	18900	A
USGS	09180500	2008-07-01	18700	A
USGS	09180500	2008-07-02	18200	A
USGS	09180500	2008-07-03	17600	A
USGS	09180500	2008-07-04	16300	A
USGS	09180500	2008-07-05	15400	A
USGS	09180500	2008-07-06	14900	A
USGS	09180500	2008-07-07	14500	A
USGS	09180500	2008-07-08	14500	A:e
USGS	09180500	2008-07-09	14100	A
USGS	09180500	2008-07-10	13100	A
USGS	09180500	2008-07-11	12200	A
USGS	09180500	2008-07-12	11500	A
USGS	09180500	2008-07-13	10700	A
USGS	09180500	2008-07-14	10400	A
USGS	09180500	2008-07-15	9970	A
USGS	09180500	2008-07-16	9280	A
USGS	09180500	2008-07-17	8660	A
USGS	09180500	2008-07-18	8470	A
USGS	09180500	2008-07-19	8200	A
USGS	09180500	2008-07-20	7930	A
USGS	09180500	2008-07-21	7710	A
USGS	09180500	2008-07-22	7420	A
USGS	09180500	2008-07-23	7680	A
USGS	09180500	2008-07-24	7790	A
USGS	09180500	2008-07-25	8080	A
USGS	09180500	2008-07-26	7730	A
USGS	09180500	2008-07-27	7380	A
USGS	09180500	2008-07-28	7390	A
USGS	09180500	2008-07-29	7030	A
USGS	09180500	2008-07-30	6510	A
USGS	09180500	2008-07-31	6100	A
USGS	09180500	2008-08-01	5650	A
USGS	09180500	2008-08-02	5350	A
USGS	09180500	2008-08-03	5170	A
USGS	09180500	2008-08-04	5110	A
USGS	09180500	2008-08-05	4900	A
USGS	09180500	2008-08-06	4790	A
USGS	09180500	2008-08-07	4980	A
USGS	09180500	2008-08-08	5680	A
USGS	09180500	2008-08-09	7080	A
USGS	09180500	2008-08-10	7360	A
USGS	09180500	2008-08-11	6840	A
USGS	09180500	2008-08-12	6470	A
USGS	09180500	2008-08-13	6050	A
USGS	09180500	2008-08-14	5490	A
USGS	09180500	2008-08-15	5130	A
USGS	09180500	2008-08-16	4810	A
USGS	09180500	2008-08-17	4680	A
USGS	09180500	2008-08-18	4770	A
USGS	09180500	2008-08-19	4850	A
USGS	09180500	2008-08-20	4760	A
USGS	09180500	2008-08-21	4370	A
USGS	09180500	2008-08-22	4110	A
USGS	09180500	2008-08-23	4070	A
USGS	09180500	2008-08-24	4010	A
USGS	09180500	2008-08-25	4130	A
USGS	09180500	2008-08-26	4100	A
USGS	09180500	2008-08-27	4060	A
USGS	09180500	2008-08-28	4020	A
USGS	09180500	2008-08-29	4050	A
USGS	09180500	2008-08-30	4130	A
USGS	09180500	2008-08-31	4410	A
USGS	09180500	2008-09-01	5030	A
USGS	09180500	2008-09-02	5140	A
USGS	09180500	2008-09-03	5150	A
USGS	09180500	2008-09-04	5050	A
USGS	09180500	2008-09-05	4870	A
USGS	09180500	2008-09-06	4670	A
USGS	09180500	2008-09-07	4550	A
USGS	09180500	2008-09-08	4560	A
USGS	09180500	2008-09-09	4640	A
USGS	09180500	2008-09-10	4580	A
USGS	09180500	2008-09-11	4710	A
USGS	09180500	2008-09-12	4900	A
USGS	09180500	2008-09-13	5210	A
USGS	09180500	2008-09-14	5550	A
USGS	09180500	2008-09-15	5500	A
USGS	09180500	2008-09-16	5250	A
USGS	09180500	2008-09-17	5070	A
USGS	09180500	2008-09-18	4900	A
USGS	09180500	2008-09-19	4810	A
USGS	09180500	2008-09-20	4810	A
USGS	09180500	2008-09-21	4810	A
USGS	09180500	2008-09-22	4770	A
USGS	09180500	2008-09-23	4710	A
USGS	09180500	2008-09-24	4640	A
USGS	09180500	2008-09-25	4600	A
USGS	09180500	2008-09-26	4580	A
USGS	09180500	2008-09-27	4510	A
USGS	09180500	2008-09-28	4460	A
USGS	09180500	2008-09-29	4420	A
USGS	09180500	2008-09-30	4380	A
USGS	09180500	2008-10-01	4380	A
USGS	09180500	2008-10-02	4360	A
USGS	09180500	2008-10-03	4330	A
USGS	09180500	2008-10-04	4120	A
USGS	09180500	2008-10-05	4250	A
USGS	09180500	2008-10-06	4790	A
USGS	09180500	2008-10-07	4870	A
USGS	09180500	2008-10-08	4650	A
USGS	09180500	2008-10-09	4590	A
USGS	09180500	2008-10-10	4560	A
USGS	09180500	2008-10-11	4490	A
USGS	09180500	2008-10-12	4480	A
USGS	09180500	2008-10-13	4510	A
USGS	09180500	2008-10-14	4500	A
USGS	09180500	2008-10-15	4460	A
USGS	09180500	2008-10-16	4440	A
USGS	09180500	2008-10-17	4440	A
USGS	09180500	2008-10-18	4370	A
USGS	09180500	2008-10-19	4320	A
USGS	09180500	2008-10-20	4300	A
USGS	09180500	2008-10-21	4350	A
USGS	09180500	2008-10-22	4360	A
USGS	09180500	2008-10-23	4370	A
USGS	09180500	2008-10-24	4470	A
USGS	09180500	2008-10-25	4430	A
USGS	09180500	2008-10-26	4380	A
USGS	09180500	2008-10-27	4400	A
USGS	09180500	2008-10-28	4370	A
USGS	09180500	2008-10-29	4390	A
USGS	09180500	2008-10-30	4390	A
USGS	09180500	2008-10-31	4310	A
USGS	09180500	2008-11-01	4090	A
USGS	09180500	2008-11-02	3810	A
USGS	09180500	2008-11-03	3820	A
USGS	09180500	2008-11-04	4230	A
USGS	09180500	2008-11-05	4100	A
USGS	09180500	2008-11-06	4010	A
USGS	09180500	2008-11-07	3880	A
USGS	09180500	2008-11-08	3810	A
USGS	09180500	2008-11-09	3840	A
USGS	09180500	2008-11-10	3900	A
USGS	09180500	2008-11-11	3880	A
USGS	09180500	2008-11-12	3920	A
USGS	09180500	2008-11-13	3740	A
USGS	09180500	2008-11-14	3780	A
USGS	09180500	2008-11-15	3770	A
USGS	09180500	2008-11-16	3700	A
USGS	09180500	2008-11-17	3550	A
USGS	09180500	2008-11-18	3490	A
USGS	09180500	2008-11-19	3530	A
USGS	09180500	2008-11-20	3560	A
USGS	09180500	2008-11-21	3570	A
USGS	09180500	2008-11-22	3610	A
USGS	09180500	2008-11-23	3480	A
USGS	09180500	2008-11-24	3340	A
USGS	09180500	2008-11-25	3320	A
USGS	09180500	2008-11-26	3020	A
USGS	09180500	2008-11-27	3160	A
USGS	09180500	2008-11-28	3540	A
USGS	09180500	2008-11-29	3750	A
USGS	09180500	2008-11-30	3600	A
USGS	09180500	2008-12-01	3460	A
USGS	09180500	2008-12-02	3380	A
USGS	09180500	2008-12-03	3420	A
USGS	09180500	2008-12-04	3290	A
USGS	09180500	2008-12-05	3310	A
USGS	09180500	2008-12-06	3280	A
USGS	09180500	2008-12-07	3230	A
USGS	09180500	2008-12-08	3200	A
USGS	09180500	2008-12-09	3330	A
USGS	09180500	2008-12-10	3340	A
USGS	09180500	2008-12-11	3150	A
USGS	09180500	2008-12-12	3030	A
USGS	09180500	2008-12-13	3050	A
USGS	09180500	2008-12-14	3210	A
USGS	09180500	2008-12-15	3420	A
USGS	09180500	2008-12-16	3180	A
