agency	site_no	date	cfs	actual
USGS	09180500	1994-01-01	4020	A
USGS	09180500	1994-01-02	4000	A
USGS	09180500	1994-01-03	4100	A
USGS	09180500	1994-01-04	4290	A
USGS	09180500	1994-01-05	4280	A
USGS	09180500	1994-01-06	4330	A
USGS	09180500	1994-01-07	4230	A
USGS	09180500	1994-01-08	4120	A
USGS	09180500	1994-01-09	4020	A
USGS	09180500	1994-01-10	4010	A
USGS	09180500	1994-01-11	4110	A
USGS	09180500	1994-01-12	4030	A
USGS	09180500	1994-01-13	3920	A
USGS	09180500	1994-01-14	3960	A
USGS	09180500	1994-01-15	3910	A
USGS	09180500	1994-01-16	3810	A
USGS	09180500	1994-01-17	3640	A
USGS	09180500	1994-01-18	3410	A
USGS	09180500	1994-01-19	3280	A
USGS	09180500	1994-01-20	3330	A
USGS	09180500	1994-01-21	3290	A
USGS	09180500	1994-01-22	3280	A
USGS	09180500	1994-01-23	3250	A
USGS	09180500	1994-01-24	3240	A
USGS	09180500	1994-01-25	3290	A
USGS	09180500	1994-01-26	3400	A
USGS	09180500	1994-01-27	3440	A
USGS	09180500	1994-01-28	3480	A
USGS	09180500	1994-01-29	3350	A
USGS	09180500	1994-01-30	3200	A
USGS	09180500	1994-01-31	3070	A
USGS	09180500	1994-02-01	2830	A
USGS	09180500	1994-02-02	2620	A
USGS	09180500	1994-02-03	2620	A
USGS	09180500	1994-02-04	2830	A
USGS	09180500	1994-02-05	2930	A
USGS	09180500	1994-02-06	3060	A
USGS	09180500	1994-02-07	3160	A
USGS	09180500	1994-02-08	3180	A
USGS	09180500	1994-02-09	3310	A
USGS	09180500	1994-02-10	3360	A
USGS	09180500	1994-02-11	3230	A
USGS	09180500	1994-02-12	3200	A
USGS	09180500	1994-02-13	3160	A
USGS	09180500	1994-02-14	3000	A
USGS	09180500	1994-02-15	2880	A
USGS	09180500	1994-02-16	2930	A
USGS	09180500	1994-02-17	2980	A
USGS	09180500	1994-02-18	3070	A
USGS	09180500	1994-02-19	3560	A
USGS	09180500	1994-02-20	3640	A
USGS	09180500	1994-02-21	3360	A
USGS	09180500	1994-02-22	3280	A
USGS	09180500	1994-02-23	3250	A
USGS	09180500	1994-02-24	3160	A
USGS	09180500	1994-02-25	3020	A
USGS	09180500	1994-02-26	3110	A
USGS	09180500	1994-02-27	3420	A
USGS	09180500	1994-02-28	3760	A
USGS	09180500	1994-03-01	3760	A
USGS	09180500	1994-03-02	3610	A
USGS	09180500	1994-03-03	3560	A
USGS	09180500	1994-03-04	3630	A
USGS	09180500	1994-03-05	3890	A
USGS	09180500	1994-03-06	3830	A
USGS	09180500	1994-03-07	3900	A
USGS	09180500	1994-03-08	3840	A
USGS	09180500	1994-03-09	3750	A
USGS	09180500	1994-03-10	3650	A
USGS	09180500	1994-03-11	3490	A
USGS	09180500	1994-03-12	3270	A
USGS	09180500	1994-03-13	3400	A
USGS	09180500	1994-03-14	3370	A
USGS	09180500	1994-03-15	3370	A
USGS	09180500	1994-03-16	3420	A
USGS	09180500	1994-03-17	3560	A
USGS	09180500	1994-03-18	3690	A
USGS	09180500	1994-03-19	3740	A
USGS	09180500	1994-03-20	3690	A
USGS	09180500	1994-03-21	3810	A
USGS	09180500	1994-03-22	4010	A
USGS	09180500	1994-03-23	4020	A
USGS	09180500	1994-03-24	4150	A
USGS	09180500	1994-03-25	4160	A
USGS	09180500	1994-03-26	4090	A
USGS	09180500	1994-03-27	3900	A
USGS	09180500	1994-03-28	3700	A
USGS	09180500	1994-03-29	3500	A
USGS	09180500	1994-03-30	3390	A
USGS	09180500	1994-03-31	3420	A
USGS	09180500	1994-04-01	3430	A
USGS	09180500	1994-04-02	3500	A
USGS	09180500	1994-04-03	3810	A
USGS	09180500	1994-04-04	3930	A
USGS	09180500	1994-04-05	3990	A
USGS	09180500	1994-04-06	4030	A
USGS	09180500	1994-04-07	3850	A
USGS	09180500	1994-04-08	3530	A
USGS	09180500	1994-04-09	3660	A
USGS	09180500	1994-04-10	3750	A
USGS	09180500	1994-04-11	3670	A
USGS	09180500	1994-04-12	3530	A
USGS	09180500	1994-04-13	3490	A
USGS	09180500	1994-04-14	3350	A
USGS	09180500	1994-04-15	3390	A
USGS	09180500	1994-04-16	3770	A
USGS	09180500	1994-04-17	3790	A
USGS	09180500	1994-04-18	4260	A
USGS	09180500	1994-04-19	4780	A
USGS	09180500	1994-04-20	5180	A
USGS	09180500	1994-04-21	5740	A
USGS	09180500	1994-04-22	6480	A
USGS	09180500	1994-04-23	7360	A
USGS	09180500	1994-04-24	8060	A
USGS	09180500	1994-04-25	8530	A
USGS	09180500	1994-04-26	8680	A
USGS	09180500	1994-04-27	8030	A
USGS	09180500	1994-04-28	7100	A
USGS	09180500	1994-04-29	6340	A
USGS	09180500	1994-04-30	5910	A
USGS	09180500	1994-05-01	5720	A
USGS	09180500	1994-05-02	5720	A
USGS	09180500	1994-05-03	6130	A
USGS	09180500	1994-05-04	6090	A
USGS	09180500	1994-05-05	5860	A
USGS	09180500	1994-05-06	6010	A
USGS	09180500	1994-05-07	7370	A
USGS	09180500	1994-05-08	9450	A
USGS	09180500	1994-05-09	10400	A
USGS	09180500	1994-05-10	11100	A
USGS	09180500	1994-05-11	11100	A
USGS	09180500	1994-05-12	10800	A
USGS	09180500	1994-05-13	11700	A
USGS	09180500	1994-05-14	12800	A
USGS	09180500	1994-05-15	12800	A
USGS	09180500	1994-05-16	13100	A
USGS	09180500	1994-05-17	12900	A
USGS	09180500	1994-05-18	13600	A
USGS	09180500	1994-05-19	14200	A
USGS	09180500	1994-05-20	14500	A
USGS	09180500	1994-05-21	15000	A
USGS	09180500	1994-05-22	14700	A
USGS	09180500	1994-05-23	14300	A
USGS	09180500	1994-05-24	14100	A
USGS	09180500	1994-05-25	13500	A
USGS	09180500	1994-05-26	12700	A
USGS	09180500	1994-05-27	12300	A
USGS	09180500	1994-05-28	11600	A
USGS	09180500	1994-05-29	12000	A
USGS	09180500	1994-05-30	12700	A
USGS	09180500	1994-05-31	12800	A
USGS	09180500	1994-06-01	13500	A
USGS	09180500	1994-06-02	14400	A
USGS	09180500	1994-06-03	14300	A
USGS	09180500	1994-06-04	13900	A
USGS	09180500	1994-06-05	13800	A
USGS	09180500	1994-06-06	13300	A
USGS	09180500	1994-06-07	12600	A
USGS	09180500	1994-06-08	11500	A
USGS	09180500	1994-06-09	10500	A
USGS	09180500	1994-06-10	9730	A
USGS	09180500	1994-06-11	9150	A
USGS	09180500	1994-06-12	8790	A
USGS	09180500	1994-06-13	8560	A
USGS	09180500	1994-06-14	8360	A
USGS	09180500	1994-06-15	7890	A
USGS	09180500	1994-06-16	7470	A
USGS	09180500	1994-06-17	6990	A
USGS	09180500	1994-06-18	6430	A
USGS	09180500	1994-06-19	6140	A
USGS	09180500	1994-06-20	6150	A
USGS	09180500	1994-06-21	6450	A
USGS	09180500	1994-06-22	6790	A
USGS	09180500	1994-06-23	7450	A
USGS	09180500	1994-06-24	8090	A
USGS	09180500	1994-06-25	7190	A
USGS	09180500	1994-06-26	6470	A
USGS	09180500	1994-06-27	5860	A
USGS	09180500	1994-06-28	5260	A
USGS	09180500	1994-06-29	4700	A
USGS	09180500	1994-06-30	4350	A
USGS	09180500	1994-07-01	4160	A
USGS	09180500	1994-07-02	3920	A
USGS	09180500	1994-07-03	3710	A
USGS	09180500	1994-07-04	3710	A
USGS	09180500	1994-07-05	3670	A
USGS	09180500	1994-07-06	3560	A
USGS	09180500	1994-07-07	3280	A
USGS	09180500	1994-07-08	3040	A
USGS	09180500	1994-07-09	2950	A
USGS	09180500	1994-07-10	2940	A
USGS	09180500	1994-07-11	2880	A
USGS	09180500	1994-07-12	2900	A
USGS	09180500	1994-07-13	2780	A
USGS	09180500	1994-07-14	2710	A
USGS	09180500	1994-07-15	2650	A
USGS	09180500	1994-07-16	2600	A
USGS	09180500	1994-07-17	2590	A
USGS	09180500	1994-07-18	2490	A
USGS	09180500	1994-07-19	2460	A
USGS	09180500	1994-07-20	2550	A
USGS	09180500	1994-07-21	2540	A
USGS	09180500	1994-07-22	2490	A
USGS	09180500	1994-07-23	2370	A
USGS	09180500	1994-07-24	2270	A
USGS	09180500	1994-07-25	2230	A
USGS	09180500	1994-07-26	2350	A
USGS	09180500	1994-07-27	2340	A
USGS	09180500	1994-07-28	2170	A
USGS	09180500	1994-07-29	2010	A
USGS	09180500	1994-07-30	1910	A
USGS	09180500	1994-07-31	1920	A
USGS	09180500	1994-08-01	2120	A
USGS	09180500	1994-08-02	2270	A
USGS	09180500	1994-08-03	2200	A
USGS	09180500	1994-08-04	2180	A
USGS	09180500	1994-08-05	2180	A
USGS	09180500	1994-08-06	2050	A
USGS	09180500	1994-08-07	1930	A
USGS	09180500	1994-08-08	1910	A
USGS	09180500	1994-08-09	2030	A
USGS	09180500	1994-08-10	2330	A
USGS	09180500	1994-08-11	2710	A
USGS	09180500	1994-08-12	2740	A
USGS	09180500	1994-08-13	2620	A
USGS	09180500	1994-08-14	2600	A
USGS	09180500	1994-08-15	2590	A
USGS	09180500	1994-08-16	2780	A
USGS	09180500	1994-08-17	2700	A
USGS	09180500	1994-08-18	2520	A
USGS	09180500	1994-08-19	2420	A
USGS	09180500	1994-08-20	2700	A
USGS	09180500	1994-08-21	3030	A
USGS	09180500	1994-08-22	3080	A
USGS	09180500	1994-08-23	3010	A
USGS	09180500	1994-08-24	2820	A
USGS	09180500	1994-08-25	2650	A
USGS	09180500	1994-08-26	2610	A
USGS	09180500	1994-08-27	2540	A
USGS	09180500	1994-08-28	2660	A
USGS	09180500	1994-08-29	2880	A
USGS	09180500	1994-08-30	3020	A
USGS	09180500	1994-08-31	2980	A
USGS	09180500	1994-09-01	2900	A
USGS	09180500	1994-09-02	2930	A
USGS	09180500	1994-09-03	3050	A
USGS	09180500	1994-09-04	3300	A
USGS	09180500	1994-09-05	3450	A
USGS	09180500	1994-09-06	3380	A
USGS	09180500	1994-09-07	3260	A
USGS	09180500	1994-09-08	3140	A
USGS	09180500	1994-09-09	3040	A
USGS	09180500	1994-09-10	2960	A
USGS	09180500	1994-09-11	2880	A
USGS	09180500	1994-09-12	2860	A
USGS	09180500	1994-09-13	3000	A
USGS	09180500	1994-09-14	3360	A
USGS	09180500	1994-09-15	3730	A
USGS	09180500	1994-09-16	3660	A
USGS	09180500	1994-09-17	3510	A
USGS	09180500	1994-09-18	3350	A
USGS	09180500	1994-09-19	3180	A
USGS	09180500	1994-09-20	3190	A
USGS	09180500	1994-09-21	3130	A
USGS	09180500	1994-09-22	3200	A
USGS	09180500	1994-09-23	3260	A
USGS	09180500	1994-09-24	3160	A
USGS	09180500	1994-09-25	3070	A
USGS	09180500	1994-09-26	2940	A
USGS	09180500	1994-09-27	2860	A
USGS	09180500	1994-09-28	2830	A
USGS	09180500	1994-09-29	2720	A
USGS	09180500	1994-09-30	3190	A
USGS	09180500	1994-10-01	3480	A
USGS	09180500	1994-10-02	3770	A
USGS	09180500	1994-10-03	3820	A
USGS	09180500	1994-10-04	3840	A
USGS	09180500	1994-10-05	3900	A
USGS	09180500	1994-10-06	3850	A
USGS	09180500	1994-10-07	3610	A
USGS	09180500	1994-10-08	3610	A
USGS	09180500	1994-10-09	3600	A
USGS	09180500	1994-10-10	3610	A
USGS	09180500	1994-10-11	3600	A
USGS	09180500	1994-10-12	3520	A
USGS	09180500	1994-10-13	3460	A
USGS	09180500	1994-10-14	3430	A
USGS	09180500	1994-10-15	3430	A
USGS	09180500	1994-10-16	3870	A
USGS	09180500	1994-10-17	3680	A
USGS	09180500	1994-10-18	3630	A
USGS	09180500	1994-10-19	3770	A
USGS	09180500	1994-10-20	3770	A
USGS	09180500	1994-10-21	3730	A
USGS	09180500	1994-10-22	3730	A
USGS	09180500	1994-10-23	3710	A
USGS	09180500	1994-10-24	3730	A
USGS	09180500	1994-10-25	3570	A
USGS	09180500	1994-10-26	3620	A
USGS	09180500	1994-10-27	3640	A
USGS	09180500	1994-10-28	3610	A
USGS	09180500	1994-10-29	3590	A
USGS	09180500	1994-10-30	3600	A
USGS	09180500	1994-10-31	3550	A
USGS	09180500	1994-11-01	3390	A
USGS	09180500	1994-11-02	3310	A
USGS	09180500	1994-11-03	3170	A
USGS	09180500	1994-11-04	3270	A
USGS	09180500	1994-11-05	3300	A
USGS	09180500	1994-11-06	3320	A
USGS	09180500	1994-11-07	3380	A
USGS	09180500	1994-11-08	3500	A
USGS	09180500	1994-11-09	3530	A
USGS	09180500	1994-11-10	3570	A
USGS	09180500	1994-11-11	3420	A
USGS	09180500	1994-11-12	3440	A
USGS	09180500	1994-11-13	3580	A
USGS	09180500	1994-11-14	3380	A
USGS	09180500	1994-11-15	3470	A
USGS	09180500	1994-11-16	3290	A
USGS	09180500	1994-11-17	3160	A
USGS	09180500	1994-11-18	3110	A
USGS	09180500	1994-11-19	3430	A
USGS	09180500	1994-11-20	3440	A
USGS	09180500	1994-11-21	3450	A
USGS	09180500	1994-11-22	3490	A
USGS	09180500	1994-11-23	3520	A
USGS	09180500	1994-11-24	3420	A
USGS	09180500	1994-11-25	3290	A
USGS	09180500	1994-11-26	3210	A
USGS	09180500	1994-11-27	3330	A
USGS	09180500	1994-11-28	3400	A
USGS	09180500	1994-11-29	3330	A
USGS	09180500	1994-11-30	3110	A
USGS	09180500	1994-12-01	3100	A
USGS	09180500	1994-12-02	3220	A
USGS	09180500	1994-12-03	3380	A
USGS	09180500	1994-12-04	3300	A
USGS	09180500	1994-12-05	3280	A
USGS	09180500	1994-12-06	3460	A
USGS	09180500	1994-12-07	3680	A
USGS	09180500	1994-12-08	3690	A
USGS	09180500	1994-12-09	3500	A
USGS	09180500	1994-12-10	3260	A
USGS	09180500	1994-12-11	2900	A
USGS	09180500	1994-12-12	2690	A
USGS	09180500	1994-12-13	2610	A
USGS	09180500	1994-12-14	2890	A
USGS	09180500	1994-12-15	2990	A
USGS	09180500	1994-12-16	3080	A
USGS	09180500	1994-12-17	2990	A
USGS	09180500	1994-12-18	2920	A
USGS	09180500	1994-12-19	2930	A
USGS	09180500	1994-12-20	2930	A
USGS	09180500	1994-12-21	2890	A
USGS	09180500	1994-12-22	2790	A
USGS	09180500	1994-12-23	2770	A
USGS	09180500	1994-12-24	2880	A
USGS	09180500	1994-12-25	3010	A
USGS	09180500	1994-12-26	3080	A
USGS	09180500	1994-12-27	3140	A
USGS	09180500	1994-12-28	3110	A
USGS	09180500	1994-12-29	2980	A
USGS	09180500	1994-12-30	2890	A
USGS	09180500	1994-12-31	2900	A
USGS	09180500	1995-01-01	2980	A
USGS	09180500	1995-01-02	2820	A
USGS	09180500	1995-01-03	2460	A
USGS	09180500	1995-01-04	2450	A
USGS	09180500	1995-01-05	2680	A
USGS	09180500	1995-01-06	2810	A
USGS	09180500	1995-01-07	2980	A
USGS	09180500	1995-01-08	2970	A
USGS	09180500	1995-01-09	2980	A
USGS	09180500	1995-01-10	3030	A
USGS	09180500	1995-01-11	3050	A
USGS	09180500	1995-01-12	3020	A
USGS	09180500	1995-01-13	3000	A
USGS	09180500	1995-01-14	2910	A
USGS	09180500	1995-01-15	2850	A
USGS	09180500	1995-01-16	2860	A
USGS	09180500	1995-01-17	2880	A
USGS	09180500	1995-01-18	2870	A
USGS	09180500	1995-01-19	2680	A
USGS	09180500	1995-01-20	2530	A
USGS	09180500	1995-01-21	2570	A
USGS	09180500	1995-01-22	2660	A
USGS	09180500	1995-01-23	2580	A
USGS	09180500	1995-01-24	2430	A
USGS	09180500	1995-01-25	2380	A
USGS	09180500	1995-01-26	2640	A
USGS	09180500	1995-01-27	2860	A
USGS	09180500	1995-01-28	2890	A
USGS	09180500	1995-01-29	2890	A
USGS	09180500	1995-01-30	2780	A
USGS	09180500	1995-01-31	2700	A
USGS	09180500	1995-02-01	2660	A
USGS	09180500	1995-02-02	2680	A
USGS	09180500	1995-02-03	2760	A
USGS	09180500	1995-02-04	2790	A
USGS	09180500	1995-02-05	2780	A
USGS	09180500	1995-02-06	2760	A
USGS	09180500	1995-02-07	2770	A
USGS	09180500	1995-02-08	2770	A
USGS	09180500	1995-02-09	2770	A
USGS	09180500	1995-02-10	2880	A
USGS	09180500	1995-02-11	2880	A
USGS	09180500	1995-02-12	2870	A
USGS	09180500	1995-02-13	2930	A
USGS	09180500	1995-02-14	2910	A
USGS	09180500	1995-02-15	3050	A
USGS	09180500	1995-02-16	3100	A
USGS	09180500	1995-02-17	2810	A
USGS	09180500	1995-02-18	2670	A
USGS	09180500	1995-02-19	2720	A
USGS	09180500	1995-02-20	2780	A
USGS	09180500	1995-02-21	2810	A
USGS	09180500	1995-02-22	2830	A
USGS	09180500	1995-02-23	2830	A
USGS	09180500	1995-02-24	2850	A
USGS	09180500	1995-02-25	2860	A
USGS	09180500	1995-02-26	2870	A
USGS	09180500	1995-02-27	2940	A
USGS	09180500	1995-02-28	3020	A
USGS	09180500	1995-03-01	3140	A
USGS	09180500	1995-03-02	3270	A
USGS	09180500	1995-03-03	3420	A
USGS	09180500	1995-03-04	3440	A
USGS	09180500	1995-03-05	3460	A
USGS	09180500	1995-03-06	3680	A
USGS	09180500	1995-03-07	4020	A
USGS	09180500	1995-03-08	3700	A
USGS	09180500	1995-03-09	3300	A
USGS	09180500	1995-03-10	3120	A
USGS	09180500	1995-03-11	3440	A
USGS	09180500	1995-03-12	3550	A
USGS	09180500	1995-03-13	4020	A
USGS	09180500	1995-03-14	4580	A
USGS	09180500	1995-03-15	4440	A
USGS	09180500	1995-03-16	4440	A
USGS	09180500	1995-03-17	4600	A
USGS	09180500	1995-03-18	4970	A
USGS	09180500	1995-03-19	5620	A
USGS	09180500	1995-03-20	5970	A
USGS	09180500	1995-03-21	6380	A
USGS	09180500	1995-03-22	6470	A
USGS	09180500	1995-03-23	6970	A
USGS	09180500	1995-03-24	6810	A
USGS	09180500	1995-03-25	6580	A
USGS	09180500	1995-03-26	6210	A
USGS	09180500	1995-03-27	5910	A
USGS	09180500	1995-03-28	5390	A
USGS	09180500	1995-03-29	5210	A
USGS	09180500	1995-03-30	5280	A
USGS	09180500	1995-03-31	5040	A
USGS	09180500	1995-04-01	4930	A
USGS	09180500	1995-04-02	4860	A
USGS	09180500	1995-04-03	4810	A
USGS	09180500	1995-04-04	4800	A
USGS	09180500	1995-04-05	4900	A
USGS	09180500	1995-04-06	5250	A
USGS	09180500	1995-04-07	6100	A
USGS	09180500	1995-04-08	6800	A
USGS	09180500	1995-04-09	7320	A
USGS	09180500	1995-04-10	7930	A
USGS	09180500	1995-04-11	7280	A
USGS	09180500	1995-04-12	6610	A
USGS	09180500	1995-04-13	6000	A
USGS	09180500	1995-04-14	6160	A
USGS	09180500	1995-04-15	6790	A
USGS	09180500	1995-04-16	6840	A
USGS	09180500	1995-04-17	6470	A
USGS	09180500	1995-04-18	6630	A
USGS	09180500	1995-04-19	7050	A
USGS	09180500	1995-04-20	7250	A
USGS	09180500	1995-04-21	7460	A
USGS	09180500	1995-04-22	7560	A
USGS	09180500	1995-04-23	7460	A
USGS	09180500	1995-04-24	7420	A
USGS	09180500	1995-04-25	7440	A
USGS	09180500	1995-04-26	7240	A
USGS	09180500	1995-04-27	6980	A
USGS	09180500	1995-04-28	7640	A
USGS	09180500	1995-04-29	8570	A
USGS	09180500	1995-04-30	9140	A
USGS	09180500	1995-05-01	10600	A
USGS	09180500	1995-05-02	11300	A
USGS	09180500	1995-05-03	12500	A
USGS	09180500	1995-05-04	13100	A
USGS	09180500	1995-05-05	12200	A
USGS	09180500	1995-05-06	12400	A
USGS	09180500	1995-05-07	12400	A
USGS	09180500	1995-05-08	12200	A
USGS	09180500	1995-05-09	12500	A
USGS	09180500	1995-05-10	12400	A
USGS	09180500	1995-05-11	12200	A
USGS	09180500	1995-05-12	13100	A
USGS	09180500	1995-05-13	16900	A
USGS	09180500	1995-05-14	16800	A
USGS	09180500	1995-05-15	15800	A
USGS	09180500	1995-05-16	17800	A
USGS	09180500	1995-05-17	21100	A
USGS	09180500	1995-05-18	23200	A
USGS	09180500	1995-05-19	23100	A
USGS	09180500	1995-05-20	23100	A
USGS	09180500	1995-05-21	24400	A
USGS	09180500	1995-05-22	26000	A
USGS	09180500	1995-05-23	27400	A
USGS	09180500	1995-05-24	28300	A
USGS	09180500	1995-05-25	26300	A
USGS	09180500	1995-05-26	24800	A
USGS	09180500	1995-05-27	23200	A
USGS	09180500	1995-05-28	22300	A
USGS	09180500	1995-05-29	21000	A
USGS	09180500	1995-05-30	20300	A
USGS	09180500	1995-05-31	23300	A
USGS	09180500	1995-06-01	22500	A
USGS	09180500	1995-06-02	22800	A
USGS	09180500	1995-06-03	25000	A
USGS	09180500	1995-06-04	27700	A
USGS	09180500	1995-06-05	30400	A
USGS	09180500	1995-06-06	33400	A
USGS	09180500	1995-06-07	36900	A
USGS	09180500	1995-06-08	37000	A
USGS	09180500	1995-06-09	35800	A
USGS	09180500	1995-06-10	33200	A
USGS	09180500	1995-06-11	29500	A
USGS	09180500	1995-06-12	28300	A
USGS	09180500	1995-06-13	30900	A
USGS	09180500	1995-06-14	34900	A
USGS	09180500	1995-06-15	38600	A
USGS	09180500	1995-06-16	42700	A
USGS	09180500	1995-06-17	46800	A
USGS	09180500	1995-06-18	50300	A
USGS	09180500	1995-06-19	51400	A
USGS	09180500	1995-06-20	45600	A
USGS	09180500	1995-06-21	42900	A
USGS	09180500	1995-06-22	43600	A
USGS	09180500	1995-06-23	43400	A
USGS	09180500	1995-06-24	41500	A
USGS	09180500	1995-06-25	38000	A
USGS	09180500	1995-06-26	35500	A
USGS	09180500	1995-06-27	34100	A
USGS	09180500	1995-06-28	33700	A
USGS	09180500	1995-06-29	33700	A
USGS	09180500	1995-06-30	33800	A
USGS	09180500	1995-07-01	35600	A
USGS	09180500	1995-07-02	37300	A
USGS	09180500	1995-07-03	38300	A
USGS	09180500	1995-07-04	39000	A
USGS	09180500	1995-07-05	39300	A
USGS	09180500	1995-07-06	35200	A
USGS	09180500	1995-07-07	33200	A
USGS	09180500	1995-07-08	33500	A
USGS	09180500	1995-07-09	33300	A
USGS	09180500	1995-07-10	34400	A
USGS	09180500	1995-07-11	35800	A
USGS	09180500	1995-07-12	36900	A
USGS	09180500	1995-07-13	37500	A
USGS	09180500	1995-07-14	38700	A
USGS	09180500	1995-07-15	38300	A
USGS	09180500	1995-07-16	36100	A
USGS	09180500	1995-07-17	33400	A
USGS	09180500	1995-07-18	31500	A
USGS	09180500	1995-07-19	30000	A
USGS	09180500	1995-07-20	29100	A
USGS	09180500	1995-07-21	28400	A
USGS	09180500	1995-07-22	26500	A
USGS	09180500	1995-07-23	24500	A
USGS	09180500	1995-07-24	23500	A
USGS	09180500	1995-07-25	22100	A
USGS	09180500	1995-07-26	20200	A
USGS	09180500	1995-07-27	17900	A
USGS	09180500	1995-07-28	16900	A
USGS	09180500	1995-07-29	15900	A
USGS	09180500	1995-07-30	15300	A
USGS	09180500	1995-07-31	15000	A
USGS	09180500	1995-08-01	14700	A
USGS	09180500	1995-08-02	13900	A
USGS	09180500	1995-08-03	12700	A
USGS	09180500	1995-08-04	11900	A
USGS	09180500	1995-08-05	11300	A
USGS	09180500	1995-08-06	11100	A
USGS	09180500	1995-08-07	11000	A
USGS	09180500	1995-08-08	10700	A
USGS	09180500	1995-08-09	9760	A
USGS	09180500	1995-08-10	9150	A
USGS	09180500	1995-08-11	8860	A
USGS	09180500	1995-08-12	8950	A
USGS	09180500	1995-08-13	8640	A
USGS	09180500	1995-08-14	8520	A
USGS	09180500	1995-08-15	8380	A
USGS	09180500	1995-08-16	8050	A
USGS	09180500	1995-08-17	7460	A
USGS	09180500	1995-08-18	6840	A
USGS	09180500	1995-08-19	6450	A
USGS	09180500	1995-08-20	6210	A
USGS	09180500	1995-08-21	6560	A
USGS	09180500	1995-08-22	6760	A
USGS	09180500	1995-08-23	6780	A
USGS	09180500	1995-08-24	6820	A
USGS	09180500	1995-08-25	6960	A
USGS	09180500	1995-08-26	7070	A
USGS	09180500	1995-08-27	6820	A
USGS	09180500	1995-08-28	6600	A
USGS	09180500	1995-08-29	6620	A
USGS	09180500	1995-08-30	6300	A
USGS	09180500	1995-08-31	5880	A
USGS	09180500	1995-09-01	5460	A
USGS	09180500	1995-09-02	5260	A
USGS	09180500	1995-09-03	5140	A
USGS	09180500	1995-09-04	5030	A
USGS	09180500	1995-09-05	4960	A
USGS	09180500	1995-09-06	4470	A
USGS	09180500	1995-09-07	4140	A
USGS	09180500	1995-09-08	4900	A
USGS	09180500	1995-09-09	5300	A
USGS	09180500	1995-09-10	5560	A
USGS	09180500	1995-09-11	5610	A
USGS	09180500	1995-09-12	5560	A
USGS	09180500	1995-09-13	5400	A
USGS	09180500	1995-09-14	5230	A
USGS	09180500	1995-09-15	4770	A
USGS	09180500	1995-09-16	4170	A
USGS	09180500	1995-09-17	4690	A
USGS	09180500	1995-09-18	4730	A
USGS	09180500	1995-09-19	5060	A
USGS	09180500	1995-09-20	5150	A
USGS	09180500	1995-09-21	5130	A
USGS	09180500	1995-09-22	4770	A
USGS	09180500	1995-09-23	4320	A
USGS	09180500	1995-09-24	4420	A
USGS	09180500	1995-09-25	4620	A
USGS	09180500	1995-09-26	4600	A
USGS	09180500	1995-09-27	4530	A
USGS	09180500	1995-09-28	4460	A
USGS	09180500	1995-09-29	4590	A
USGS	09180500	1995-09-30	7080	A
USGS	09180500	1995-10-01	7430	A
USGS	09180500	1995-10-02	6580	A
USGS	09180500	1995-10-03	6190	A
USGS	09180500	1995-10-04	5930	A
USGS	09180500	1995-10-05	5910	A
USGS	09180500	1995-10-06	5940	A
USGS	09180500	1995-10-07	5930	A
USGS	09180500	1995-10-08	5890	A
USGS	09180500	1995-10-09	5810	A
USGS	09180500	1995-10-10	5730	A
USGS	09180500	1995-10-11	5640	A
USGS	09180500	1995-10-12	5590	A
USGS	09180500	1995-10-13	5440	A
USGS	09180500	1995-10-14	5460	A
USGS	09180500	1995-10-15	5580	A
USGS	09180500	1995-10-16	5580	A
USGS	09180500	1995-10-17	5490	A
USGS	09180500	1995-10-18	5390	A
USGS	09180500	1995-10-19	5360	A
USGS	09180500	1995-10-20	5310	A
USGS	09180500	1995-10-21	5270	A
USGS	09180500	1995-10-22	5220	A
USGS	09180500	1995-10-23	5270	A
USGS	09180500	1995-10-24	5430	A
USGS	09180500	1995-10-25	5390	A
USGS	09180500	1995-10-26	5280	A
USGS	09180500	1995-10-27	5230	A
USGS	09180500	1995-10-28	5290	A
USGS	09180500	1995-10-29	5170	A
USGS	09180500	1995-10-30	5400	A
USGS	09180500	1995-10-31	5680	A
USGS	09180500	1995-11-01	5470	A
USGS	09180500	1995-11-02	5710	A
USGS	09180500	1995-11-03	5920	A
USGS	09180500	1995-11-04	5780	A
USGS	09180500	1995-11-05	5680	A
USGS	09180500	1995-11-06	5650	A
USGS	09180500	1995-11-07	6030	A
USGS	09180500	1995-11-08	6080	A
USGS	09180500	1995-11-09	5880	A
USGS	09180500	1995-11-10	5960	A
USGS	09180500	1995-11-11	6200	A
USGS	09180500	1995-11-12	6040	A
USGS	09180500	1995-11-13	5730	A
USGS	09180500	1995-11-14	5770	A
USGS	09180500	1995-11-15	5760	A
USGS	09180500	1995-11-16	5770	A
USGS	09180500	1995-11-17	5740	A
USGS	09180500	1995-11-18	5700	A
USGS	09180500	1995-11-19	5680	A
USGS	09180500	1995-11-20	5680	A
USGS	09180500	1995-11-21	5650	A
USGS	09180500	1995-11-22	5440	A
USGS	09180500	1995-11-23	5610	A
USGS	09180500	1995-11-24	5570	A
USGS	09180500	1995-11-25	5580	A
USGS	09180500	1995-11-26	5540	A
USGS	09180500	1995-11-27	5570	A
USGS	09180500	1995-11-28	5570	A
USGS	09180500	1995-11-29	5440	A
USGS	09180500	1995-11-30	5440	A
